formula,image
\Omega _ { 2 } \pi ( x _ { \perp } ) \Omega _ { 2 } ^ { \dagger } = \pi ( x _ { \perp } ) + { 2 L } \Delta _ { \perp } \gamma ( x _ { \perp } ) .,416263aa98.png
{ \cal G } _ { k } ^ { ( K K ) } = \frac { 1 } { N ^ { 2 } \operatorname { l o g } ( k ) } \frac { 1 } { k ^ { 2 } } \equiv \frac { e _ { e f f } ^ { 2 } ( k ) } { k ^ { 2 } } ~ .,56f229c869.png
\begin{array} { r c l } \end{array},7c68eaa9e9.png
{ \tilde { \cal F } } _ { \omega } ( p ) = { \frac { \sqrt { M } } { \sqrt { 2 } \pi } } { \frac { 1 } { p } } \; [ C p ^ { - 4 M i \omega } \theta ( p ) + D \vert p \vert ^ { - 4 M i \omega } \theta ( - p ) ] \qquad .,20335f5f3e.png
c _ { n } \left[ \phi _ { \mathrm { m a x } } ( x ) \right] \approx { \frac { 1 } { Z _ { 0 } } } { \frac { \left( - 1 \right) ^ { n } } { 2 \pi } } \left( n - 1 \right) ! \left( { \frac { \lambda \ m ^ { d - 4 } } { A } } \right) ^ { n } .,3ca6867ad3.png
\tilde { p } _ { 1 } = p _ { 1 } + \frac { p _ { 2 } } { 2 } \; .,33eb895def.png
"F ( \xi ) = \left\{ \begin{array} { l l } { C _ { k , n } . L _ { n } ^ { k } ( \xi ) } & { \textrm { s i k \geq 0 } } \\ { C _ { k , n } . \xi ^ { - k } L _ { n + k } ^ { - k } ( \xi ) } & { \textrm { s i - n \leq k < 0 } \ } \\ \end{array} \right. ,",6b866d726b.png
"\xi ( r ) = \frac { \kappa } { \sqrt { \beta } } \ \mathrm { t a n h } ( \beta r ) \, ,",8802247451.png
"\delta _ { \epsilon } p _ { i } = \left[ p _ { i } , G _ { a } \right] \epsilon _ { 1 } ^ { a } + \left[ p _ { i } , C _ { a } ^ { 0 } \right] \epsilon _ { 2 } ^ { a } ,",45a66f1f29.png
"M _ { a b } = ( \gamma ^ { 1 } \cdots \gamma ^ { p + 1 } ) _ { a b } ,",754f0babe1.png
( \kappa _ { 0 } F _ { i j } ^ { \alpha } + \frac { 1 } { 2 } g ( \phi ^ { 4 } ) \varepsilon _ { i j k } D _ { k } \phi ^ { \alpha } ) ^ { 2 } \ge 0,40e4c9fb26.png
"\breve { E } _ { 0 } = \frac 1 2 \sum _ { z } z e ^ { - z } ,",59a4cfa7ef.png
{ \cal M } _ { 1 - l o o p } ( \theta ) = \frac { i g ^ { 4 } } { 8 \pi m \Theta ^ { 2 } } [ \varepsilon ^ { c a b } T _ { c } \otimes T _ { b } T _ { a } ] = - \frac { i g ^ { 4 } } { 8 \pi m \Theta ^ { 2 } } [ T ^ { a } \otimes T _ { a } ] \; .,3ca68a49d4.png
- ( d \sigma ^ { 0 } ) ^ { 2 } + ( d \sigma ^ { 1 } ) ^ { 2 } = - d \sigma ^ { + } d \sigma ^ { - } .,6f2a04e700.png
"\left\{ Q _ { \alpha } , \bar { Q } _ { \dot { \beta } } \right\} = \sigma _ { \alpha \dot { \beta } } ^ { \mu } \, p _ { \mu } v _ { + } \, \, .",5dae760508.png
\hat { x } ^ { + } ( \hat { x } ^ { - } + \frac { m } { \lambda ^ { 3 } x _ { 0 } ^ { + } } ) + \frac { \kappa } { 4 \lambda ^ { 2 } } = 0 .,5d297628db.png
"\left| \alpha \right| ^ { 2 } - \left| \beta \right| ^ { 2 } = 1 ,",628da70363.png
"{ h } _ { k } = \sum _ { n = 2 } ^ { N } d _ { k } ^ { n } P _ { n ^ { 2 } - 1 } \lambda _ { n ^ { 2 } - 1 } \ ,",4ab5bf1627.png
| M = 1 > = \sum _ { x = 1 } ^ { N } \phi _ { x } | x > \quad w i t h \quad | x > = S _ { x } ^ { - } | \Omega >,6b7705c114.png
"\biggl ( \Delta _ { z } ^ { 2 4 } + \sum _ { i = 1 } ^ { 2 3 } { \bf B } _ { i } ( z ) \Delta _ { z } ^ { i } \biggr ) \tilde { \Pi } ( z ) = 0 ,",5428d7b49d.png
"( [ \hat { A } , \hat { B } ] ) _ { \mu } ^ { \nu } = ( \hat { A } \hat { B } - \hat { B } \hat { A } ) _ { \mu } ^ { \nu } = \sum _ { \sigma = 0 } ^ { 3 } ( \hat { A } _ { \mu } ^ { \sigma } \hat { B } _ { \sigma } ^ { \nu } - \hat { B } _ { \mu } ^ { \sigma } \hat { A } _ { \sigma } ^ { \nu } ) .",6d3be10168.png
"\frac { P ( x , y , z ) } { ( x - y ) ^ { m } ( y - z ) ^ { \ell } ( x - z ) ^ { k } } , \quad",43e39fc8ad.png
H = H _ { + } + H _ { - } = { \frac { 1 } { 2 } } [ p _ { + } ^ { 2 } + w _ { + } ^ { 2 } x _ { + } ^ { 2 } ] + { \frac { 1 } { 2 } } [ p _ { - } ^ { 2 } + w _ { - } ^ { 2 } x _ { - } ^ { 2 } ] .,79251cc29a.png
d = \pm ( 1 - \operatorname { c o s } ^ { 2 } { \theta } \operatorname { c o s } ^ { 2 } { \eta } ) ^ { \frac { 1 } { 2 } } .,33275cb4c7.png
"{ \frac { d q _ { i } } { d \lambda } } = { \frac { \partial G } { \partial p _ { i } } } \, , \quad { \frac { d p _ { i } } { d \lambda } } = - \, { \frac { \partial G } { \partial q _ { i } } } \, ,",6d47ee5bfd.png
"\frac { 1 } { \operatorname { s i n } \theta } \frac { \partial } { \partial \theta } \left( \operatorname { s i n } \theta \frac { \partial Z } { \partial \theta } \right) + \frac { 1 } { \operatorname { s i n } ^ { 2 } \theta } \frac { \partial ^ { 2 } Z } { \partial \varphi ^ { 2 } } - \left( \frac { c _ { 1 } } { \operatorname { c o s } ^ { 2 } \frac { \theta } { 2 } } + \frac { c _ { 2 } } { \operatorname { s i n } ^ { 2 } \frac { \theta } { 2 } } \right) Z = - A Z ,",77750c91e5.png
"p ^ { \mu } ( n ) = p ^ { \mu } - n ^ { \mu } ( n ^ { \nu } p _ { \nu } ) ,",4c3a16f7bf.png
"T _ { \mu \nu } = \frac { 2 } { \sqrt { - g } } \frac { \delta W } { \delta g ^ { \mu \nu } } \, ,",2f70e6439d.png
"J ^ { a b } \partial _ { a } f ( x ) \partial _ { b } g = J ^ { a b } \frac { x ^ { a } } { x } f ^ { \prime } ( x ) \partial _ { b } g = 0 ,",7d2be683f2.png
"\hat { R } _ { i } ( n ) ( ( x _ { 1 } , \ldots , x _ { n } ) ) = ( x _ { 1 } , \ldots , x _ { i - 1 } , \hat { R } ( x _ { i } , x _ { i + 1 } ) , x _ { i + 2 } , \ldots , x _ { n } ) .",1b6ea2c9a4.png
"\{ Q _ { i } , Q _ { j } \} = - \theta \, \varepsilon _ { i j } \, ,",511a174733.png
"\hbar = 1 ~ ~ , ~ ~ ~ ~ \tau = t / M ~ ~ , ~ ~ ~ ~ e B ( \tau ) = w ( \tau ) ~ ~ , ~ ~ ~ ~ L _ { z } = y \partial _ { x } - x \partial _ { y } ~ ~ .",27a919212e.png
D _ { \mu \nu } ^ { ( \pm ) } ( x ) = \pm \frac { i } { ( 2 \pi ) ^ { 2 } } \int d ^ { 3 } k \frac { k _ { \mu } k _ { \nu } } { M ^ { 2 } } \delta ( k ^ { 2 } - \xi M ^ { 2 } ) \theta ( \pm k _ { 0 } ) e ^ { - i k \cdot x } .,5e61969f4f.png
"A \! \! \! / + \Phi \rightarrow U ( A \! \! \! / + \Phi ) U ^ { - 1 } - ( \partial \! \! \! / U ) U ^ { - 1 } ,",5c14a97745.png
"b ^ { + } \left( { \bf p } , x _ { 0 } \right) = \int d ^ { 3 } x \psi ^ { \ast b } \left( x \right) \beta _ { 0 } \psi \left( x \right) ,",9dacf2ad55.png
"{ \cal H } = \sum _ { \chi \mu } \omega _ { \chi } \left( a _ { ( \chi \mu ) } ^ { \dag } a _ { ( \chi \mu ) } + \frac { 1 } { 2 } \right) + \frac { 1 } { 2 } { \cal I } ^ { \alpha \beta } p _ { \alpha } p _ { \beta } + \cdots ,",4b40275190.png
\overline { { Z } } _ { b k l m } ^ { a i j } \overline { { G } } _ { i j } ^ { ( 2 ) b } + \overline { { Z } } _ { k l m i } ^ { a b },3a2de72652.png
"S = \int _ { \tau _ { 1 } } ^ { \tau _ { 2 } } ( p q - H _ { 0 } - \lambda ^ { a } G _ { a } ) d \tau - [ P _ { i } \frac { \partial G } { \partial P _ { i } } - G ] _ { \tau _ { 1 } } ^ { \tau _ { 2 } } \, \, \, ,",1237b0eb48.png
i \partial _ { t } \varphi ( x ) = m \alpha _ { 4 } P _ { 1 } \Psi ( x ) + \frac { m _ { 0 } ^ { 2 } } { m } \alpha _ { 4 } P _ { 0 } \Psi ( x ) + e A _ { 0 } \varphi ( x ) + \alpha _ { 4 } \biggl [ \alpha _ { a } D _ { a } +,4bb94d00aa.png
"T r \left( W [ C ] \right) = T r \left( h ^ { - 1 } ( x ^ { 1 } , x ^ { 2 } ) h ( x ^ { 1 } , x ^ { 2 } + C ) \right) \equiv 2 \operatorname { c o s h } { \mathcal { F } [ C ] }",4c0035bc46.png
"P ^ { * } \supset ( P ^ { * } ) ^ { 1 } \supset ( P ^ { * } ) ^ { 2 } \supset \ldots \supset ( P ^ { * } ) ^ { s } \supset ( P ^ { * } ) ^ { s + 1 } = e ,",2f3bcd0e6d.png
"\ddot { \phi } + 3 H \dot { \phi } = - { V ^ { \prime } ( \phi ) } \ ,",74a109cb50.png
"\Phi = \phi + i \theta \psi + i \bar { \theta } \bar { \psi } + i \theta \bar { \theta } F , ~ ~ ~ D = \partial _ { \theta } + \theta \partial _ { z } , ~ ~ ~ \bar { D } = \partial _ { \bar { \theta } } + \bar { \theta } \partial _ { \bar { z } } .",32d17eafe7.png
\Phi ^ { \prime \prime } - \partial _ { \alpha } \partial ^ { \alpha } \Phi + \Phi \biggl [ \frac { 5 } { 2 } { \cal H } ^ { \prime } + \frac { \varphi ^ { \prime \prime \prime } } { \varphi ^ { \prime } } - \frac { 9 } { 4 } { \cal H } ^ { 2 } - { \cal H } \frac { \varphi ^ { \prime \prime } } { \varphi ^ { \prime } } - 2 \biggl ( \frac { \varphi ^ { \prime \prime } } { \varphi ^ { \prime } } \biggr ) ^ { 2 } \biggr ] = 0 .,5c694c0429.png
"( X , \chi _ { l } ) _ { P B } = 1 - e ^ { 2 \beta _ { l } } \Delta _ { l } ,",1b7302e998.png
"W = \prod _ { j = 1 } ^ { \kappa } \frac { \sigma ( z - a _ { j } ) } { \sigma ( z - b _ { j } ) } , \quad \sum _ { j = 1 } ^ { \kappa } a _ { j } = \sum _ { j = 1 } ^ { \kappa } b _ { j } ,",45f0170bac.png
"h _ { n } = \psi _ { a } ( w _ { n } , \alpha ) \psi _ { b } ( w _ { n } ^ { - 1 } , \beta ) , ~ ~ n = 1 , 2 , \cdots , 2 N ,",2bc8bc0e9e.png
\left( \frac { d r } { d \sigma _ { c } } \right) ^ { 2 } = \frac { \Delta ( \Delta - b ^ { 2 } ) } { r ^ { 4 } } .,7e7e7efbbb.png
"\Phi ^ { 2 } = 2 \Omega _ { D - 2 } \left[ \lambda _ { 1 } r ^ { D - 2 } + 2 ( D - 2 ) ( D - 3 ) \lambda _ { 2 } r ^ { D - 4 } \right] \; ,",6997b6cacb.png
X ^ { i } = \left( \begin{array} { c c } { X ^ { i } } & { 0 } \\ { 0 } & { X ^ { i } } \\ \end{array} \right),66cf226bdc.png
"\Omega = H / ( H ^ { < 0 } , d H ^ { < 0 } ) = H / ( p , t - s , \bar { r } , \bar { t } - \bar { s } )",1089ed0424.png
"R _ { \alpha { \bar { m } } \nu { \bar { n } } } = \nabla _ { \bar { m } } \partial _ { \bar { n } } H _ { \alpha \nu } = \partial _ { \bar { m } } \partial _ { \bar { n } } H _ { \alpha \nu } - \Gamma _ { \bar { m } \bar { n } } ^ { \bar { k } } \partial _ { \bar { k } } H _ { \alpha \nu } \, ,",2d0b4646da.png
"\omega \equiv { \frac { 3 \pi } { \mathrm { l n } 2 } } \simeq 1 3 . 6 \ ,",3ea07b8044.png
"{ \cal H } = \left\{ \psi \in { \cal L } _ { n } | { \overline { { \cal D } } } _ { k } \psi = 0 \right\} ,",2d4086724e.png
{ \cal L } _ { 0 } = \frac 1 2 \overline { \Psi } \left( i \rlap \slash \partial - m O _ { 3 } \right) \Psi .,687fea3126.png
"S = \frac 1 4 ( 1 , 1 , 1 , 1 , 1 , \, 1 , 1 , 1 , 1 , 1 , \, 1 , 1 , 1 , 1 , 1 , - 3 )",51ec26e416.png
- k ^ { 2 } \varepsilon ^ { \nu \lambda } - k ^ { \nu } k _ { \mu } \varepsilon ^ { \lambda \mu } - k ^ { \lambda } k _ { \mu } \varepsilon ^ { \mu \nu } + m ^ { 2 } ( \varepsilon ^ { \nu \lambda } + i k ^ { \nu } \varepsilon ^ { \lambda } - i k ^ { \lambda } \varepsilon ^ { \nu } ) = 0 .,49ffebae75.png
"\vert \psi > _ { o r b } ( l p ) = \sum _ { k = 0 } ^ { \Gamma - 1 } \omega ^ { k a } \vert \psi > ( l + k , p + k )",599d8b1251.png
"\hat { H } = \hat { H } _ { b } + \hat { H } _ { d } ,",aca1d4c4aa.png
"Q = \alpha _ { m } = \oint _ { C } \frac { d z } { 2 \pi } z ^ { m } \partial X , \qquad m \geq 0 .",79ffb88d2e.png
( r ^ { - 5 } \partial _ { r } r ^ { 5 } \partial _ { r } + h ( r ) \eta ^ { \mu \nu } \partial _ { \mu } \partial _ { \nu } ) \phi = 0 .,459e7b41f9.png
"[ k _ { \mathbf { I } } , k _ { \mathbf { L } } ] = f _ { \mathbf { I } \mathbf { L } } ^ { \ \ \mathbf { K } } k _ { \mathbf { K } }",38c293243d.png
y ( l ) \equiv \frac { \sqrt { 2 \Omega _ { d } } ~ \zeta ~ e ^ { [ ( d + 2 - \rho ) l - x ( l ) ] / 2 } } { \sqrt { d } r _ { 0 } ^ { ( d - 2 + \rho ) / 2 } } .,cfe1771fad.png
"\Pi _ { k } ^ { o u t } = \sqrt { \pi k _ { s } } 2 ^ { 1 - n _ { s } ^ { \pi } } \Gamma \left( - n _ { s } ^ { \pi } \right) a _ { s } ^ { m } g _ { S } ^ { l } \left( \frac k { k _ { s } } \right) ^ { n _ { s } } \mathrm { ~ f o r ~ } n _ { 1 } > 0 ,",41af2f6dd1.png
"\hspace { - 1 3 0 p t } \{ G ( r , k ) , G ( s , l ) \} = C ^ { G } ( r \vert l , k ) \delta _ { r + s , 0 } + 2 q ^ { ( r l + s k ) / 2 } B ( r + s , k - l )",1d4446b44d.png
"\varphi _ { 2 } = \varphi _ { + } , \quad \varphi _ { 1 } = \varphi _ { - } , \quad \varphi _ { 3 } = \operatorname { a r c t a n } \left[ \frac { \sqrt { q _ { + + } q _ { -- } } } { 2 ( p m _ { 3 } - m _ { 1 } m _ { 2 } ) } \right] \; ,",3e3412e936.png
"{ \tilde { \beta } } ^ { 2 } = 4 n + 2 \ \ n = 0 , 1 , 2 . . .",2394309676.png
h ^ { \mathrm { a b } } = \tilde { h } ^ { \mathrm { a b } },1a2308c829.png
"\Sigma ( 2 p ) = ^ { \star } \Sigma ( 2 p ) , \qquad \tilde { \Sigma } ( 2 p ) = - ^ { \star } \tilde { \Sigma } ( 2 p )",472c255bc8.png
G _ { A B } = \overline { G } ( 1 + \alpha _ { A } ^ { ( 0 ) } \alpha _ { B } ^ { ( 0 ) } ) \ .,33b7d8a04a.png
{ \cal K } _ { 1 0 } \sim { \cal K } _ { 2 } \left\{ 2 8 { \cal K } _ { 2 } ( { \cal K } _ { 2 } ^ { 3 } - { \cal K } _ { 6 } ) + 3 { \cal K } _ { 8 } \right\},64e830fcae.png
"\mathrm { S o l v } \left( \frac { \mathrm { U S p } ( 3 , 3 ) } { \mathrm { S U } ( 3 ) \times { U } ( 1 ) } \right) \subset \mathrm { S o l v } \left( \frac { \mathrm { S U } ( 3 , 3 ) } { \mathrm { S U } ( 3 ) \times \mathrm { S U } ( 3 ) \times \mathrm { U } ( 1 ) } \right) ~ .",1d82d78061.png
"\partial _ { + } c _ { - } = 0 , \qquad \partial _ { - } c _ { + } = 0 .",35c61c9482.png
{ \cal L } ^ { ( 1 ) } \rightarrow { \cal L } ^ { ( 1 ) } = \pi ^ { a } \partial _ { 0 } { n } ^ { a } - \Omega _ { 1 } \partial _ { 0 } { \rho } - { \cal H } ^ { ( 1 ) } .,62fd3ac1e8.png
X _ { i } = \frac { x _ { i } } { 1 - w } \mathrm { ~ ~ ~ a n d ~ ~ ~ } { \tilde { X } } _ { i } = \frac { x _ { i } } { 1 + w } .,535e6034e2.png
\Omega _ { \ \ \Sigma } ^ { \Lambda } = ( L _ { \ \ \Pi } ^ { \Lambda } ) ^ { - 1 } d L _ { \ \ \Sigma } ^ { \Pi },630f487396.png
"\left( f \left( \omega \right) M \right) _ { i j } \equiv f \left( \omega _ { i } \right) M _ { i j } \, , \qquad \left( M \, f \left( \omega \right) \right) _ { i j } \equiv M _ { i j } \, f \left( \omega _ { j } \right) .",56bf905c11.png
f _ { o } ( T / 2 ) \sim { \frac { D } { 2 4 \omega C } } \ e x p ( 3 \omega T ) \ \ \ \ i f \ \ T \rightarrow \infty,129da2eafa.png
S _ { 1 2 } = \frac { 3 ( \mathrm { \boldmath ~ \sigma ~ } ^ { ( 1 ) } \cdot { \bf r } ) ( \mathrm { \boldmath ~ \sigma ~ } ^ { ( 2 ) } \cdot { \bf r } ) } { r ^ { 2 } } - \mathrm { \boldmath ~ \sigma ~ } ^ { ( 1 ) } \cdot \mathrm { \boldmath ~ \sigma ~ } ^ { ( 2 ) },6931105c5f.png
"\alpha _ { + } = { \frac { \tau } { \tau - 1 } } , \qquad \alpha _ { - } = { \frac { \tau } { \tau + 1 } } .",1d69e042d1.png
"\partial _ { i } V = { \frac { 1 } { 4 } } \bar { Z } ^ { C D } \bar { Z } ^ { A B } P _ { A B C D , i } + { \frac { 1 } { 4 } } Z _ { A B } Z _ { C D } P ^ { A B C D } { } _ { , i } \ .",19c575c908.png
G _ { b c } ^ { a d } ( \beta ) \equiv R _ { \underline { b } c } ^ { \underline { { \bar { a } } } d } ( \beta ) = \delta _ { b } ^ { a } \delta _ { c } ^ { d } u _ { R L } ( \beta ) + \delta _ { b c } \delta ^ { a d } v _ { R L } ( \beta ) .,441c98b4b0.png
b = - 2 \hat { x } _ { 1 } ^ { ~ 2 } + \hat { x } _ { 2 } ^ { ~ 2 } + \epsilon \frac { 1 } { 2 } k _ { 0 } \ell ^ { 2 } C _ { \rho } \hat { x } _ { 3 } ^ { ~ 2 } .,6bc94d1793.png
\beta ( g ) \propto - { \frac { 1 } { 1 6 \pi ^ { 2 } } } \left[ 3 C _ { 2 } ( G ) - \sum _ { A } T _ { A } ( R ) \right] .,3aecaf52fe.png
\partial ^ { - } | \phi \rangle = P ^ { - } | \phi \rangle,29d2c60833.png
"\bar { \theta } \theta \, \langle \partial _ { \mu } \Big ( \bar { \Psi } \gamma ^ { \mu } \gamma _ { 5 } \Psi \Big ) \rangle = - \bar { \theta } \theta \, \frac { 1 } { 8 \pi ^ { 2 } } F _ { \mu \nu } \tilde { F } ^ { \mu \nu } .",281b8c0604.png
"W _ { n } [ J _ { n } ] \ = \ - i \operatorname { l n } Z _ { n } [ J _ { n } ] \hspace { 1 . 5 c m } . \hspace { 0 . 5 c m } \,",4e0b2d68de.png
\frac { \theta ( \omega ) A _ { + - } ( \omega ) } { \theta ( - \omega ) A _ { - + } ( \omega ) } = e ^ { \beta | \omega | },61e679e852.png
"u _ { 1 } = x _ { 1 } ^ { 4 } - \phi \; \; , \quad u _ { j } = x _ { j } ^ { 2 } - \phi \; , \quad ( j = 3 , 4 , 5 ) \; ,",58d50611c6.png
"\alpha ^ { 2 } = b _ { 3 } \Phi _ { 0 } ( Z ) , \quad \alpha \gamma = q b _ { + } \Phi _ { 0 } ( Z ) , \quad \gamma ^ { 2 } = q b _ { + } b _ { 3 } ^ { - 1 } b _ { + } \Phi _ { 0 } ( Z )",1d5d5a5175.png
\int _ { - \infty } ^ { \infty } \Psi _ { B _ { s } } ( \phi _ { 0 } ) \psi _ { P } ( \phi _ { 0 } ) d \phi _ { 0 },5daa186083.png
"d s ^ { 2 } = 2 ( k - 2 ) [ - ( \hat { r } ^ { 2 } - 1 ) d t ^ { 2 } + \frac { d \hat { r } ^ { 2 } } { \hat { r } ^ { 2 } - 1 } + \hat { r } ^ { 2 } d x ^ { 2 } ] , \; \; \; \Phi = c o n s t .",4a9d3d9de1.png
"\langle \phi ^ { 2 } ( x ) \rangle _ { \beta } = \operatorname* { l i m } _ { x ^ { \prime } \rightarrow x } G _ { \beta } ( x , x ^ { \prime } ) = \operatorname* { l i m } _ { x ^ { \prime } \rightarrow x } [ G _ { \infty } ( x , x ^ { \prime } ) + \overline { { G } } _ { \beta } ( x , x ^ { \prime } ) ] ,",d950e1e7cb.png
"| k | ^ { 2 } = - k ^ { \mu } k ^ { \nu } g _ { \mu \nu } = ( R _ { 1 1 } ) ^ { 2 } \, .",3cc27292fd.png
"\Xi _ { j , m } \equiv \tilde { \Phi } _ { j , m } - \Psi _ { j , m } = \operatorname { l n } ( \gamma ) \Theta _ { j , m }",3f797665d2.png
f ( \sigma ) = \sum _ { n \ne 0 } f _ { n } e ^ { i n \sigma } \; \; \; ( f _ { - n } = f _ { n } ^ { * } ),3e05558af7.png
"A _ { \epsilon } ( \rho ) = { \frac { \pi l ^ { 2 } } { \epsilon ^ { 2 } } } ( \rho ^ { 2 } - \epsilon ^ { 2 } ) ,",42051e9a34.png
\mathcal { Q } ( \Psi ^ { D } ) = c _ { 0 } \Psi ^ { D } + \mathcal { Q } ^ { D } \star \Psi ^ { D } + ( - 1 ) ^ { G ( \Psi ) } \Psi ^ { D } \star \mathcal { Q } ^ { D },69beeececc.png
"c ^ { ( 1 ) \prime } = - \omega ^ { ( 1 ) } \, , \, \, \, z ^ { \prime } = ( 2 \pi \alpha ^ { \prime } ) \omega ^ { ( 0 ) } \, ,",741c869568.png
B ( t ) = \frac { 1 } { 2 I \pi } \int _ { \Re ( s ) - I \infty } ^ { \Re ( s ) + I \infty } - \frac { Z ^ { \prime } ( s ) } { Z ( s ) } . \frac { t ^ { s } } { s } d s .,74ccf277ab.png
"- \hbar ^ { 2 } k ^ { 2 } ( 1 + a l _ { p } ^ { 2 } k ^ { 2 } + \dots ) + m ^ { 2 } \equiv - \hbar ^ { 2 } k ^ { 2 } f ^ { 2 } ( k ^ { 2 } ) + m ^ { 2 } = 0 \, .",752bf3a974.png
{ \cal H } = { \pm } m { \rho } _ { \pm } + { \frac { 1 } { 2 } } { F _ { 1 2 } } ^ { 2 } - { \frac { 1 } { 2 } } g { { \rho } _ { \pm } } ^ { 2 } + { \frac { e ^ { 2 } l } { \kappa } } { { \rho } _ { \pm } } ^ { 2 } .,550ca98681.png
\mathcal { E } = \frac { L \lambda ( e B ) ^ { 3 / 2 } } { 8 \sqrt { 2 } \pi } \left[ \zeta ( 3 / 2 ) - \frac { 1 5 } { 1 6 \pi } \zeta ( 5 / 2 ) \frac { 1 } { e B \lambda ^ { 2 } } + \cdots \right] .,2484046c4d.png
"E ( q , p ) _ { \mathrm { { I I } } } = J ^ { 1 / 4 } \ ,",551283b5ff.png
"\begin{array} { l l } { v _ { n } | _ { \cal V } \in { \cal T } { \cal V } \, \, \forall n , } & { \quad \mathrm { d i m } \, { \cal V } < \infty . } \\ \end{array}",180a7390cd.png
"\hat { \Upsilon } _ { a } = \frac { 1 } { 4 } \left( \hat { \omega } _ { a } ^ { \ \underline { { b c } } } - 4 \hat { e } _ { a } ^ { \ [ \underline { { b } } } \hat { k } ^ { \underline { { c } } ] } \right) \hat { \Gamma } _ { \underline { { b c } } } + 2 \hat { k } _ { a } \ ,",668e09f093.png
{ \omega ^ { ( 0 ) } } ^ { 2 } = \omega _ { p } ^ { 2 } + { \frac { 3 } { 5 } } K ^ { 2 } .,4b06b19aac.png
"v ^ { \pm } : ~ ~ ~ ~ \operatorname { t a n h } \chi \operatorname { s i n } \phi = \mp \operatorname { s i n } t \, \operatorname { t a n h } \mu",2fd7e6e134.png
"[ \rho _ { \mu } , \partial _ { \nu } ] = - \eta _ { \mu \nu } , \quad [ \partial _ { \mu } , \partial _ { \nu } ] = 0 ,",797b31a35a.png
"[ a _ { 1 } ^ { ( \mathrm { e f f } ) } ( x ) , a _ { 2 } ^ { ( \mathrm { e f f } ) } ( y ) ] = i { \frac { \hbar } { \mu L _ { 1 } L _ { 2 } } } \, ,",6e68d546aa.png
I _ { E H } = - \frac { 1 } { 2 ( d - 2 ) \Omega _ { d - 2 } G } \int d ^ { d } x \sqrt { - g } ( R - 2 \Lambda ) .,236de52a35.png
5 \frac { \ddot { R } } { R } - 4 \left( \frac { \dot { R } } { R } \right) ^ { 2 } - \ddot { \phi } = 0,6a2e9eba82.png
"\not \! \! D \, = \, \sigma ^ { a } \, e _ { a } ^ { \mu } \, ( \partial _ { \mu } + i \, A _ { \mu } ) \; ,",4cd849a6e3.png
"\pi _ { \ } \approx 0 , \hspace { 1 c m } \pi _ { a } \approx 0 , \hspace { 1 c m } \pi _ { a b } \approx 0 , \hspace { 1 c m } \pi _ { \varphi } \approx 0 .",66316fed01.png
"P ^ { 2 } \bigg ( \sqrt { R ^ { 2 } - R _ { + } ^ { 2 } } - \sqrt { R _ { -- } ^ { 2 } R _ { + } ^ { 2 } } \bigg ) ^ { 2 } + ( \tau - \tau _ { 0 } ) ^ { 2 } = 0 ,",388eb2121e.png
"[ T _ { I } , T _ { J } ] \, = \, i { f _ { I J } } ^ { K } T _ { K } \, .",6f18bc4f3d.png
C ^ { \mu \nu } ( \nabla _ { \mu } + i \nabla _ { \mu } l ) ( \nabla _ { \nu } + i \nabla _ { \nu } l ) + d ^ { \mu } \nabla _ { \mu } + X - \lambda ) \sigma = I .,77edb2003e.png
\langle Y \rangle ^ { 8 } \langle Y ^ { * } \rangle ^ { 1 4 } \langle q ^ { * } \rangle ^ { 6 } M _ { 0 } \tilde { M } _ { 2 } ^ { 2 } \frac { \mu ^ { 6 } } { h ^ { 5 } \Lambda _ { e l } ^ { 6 } } .,68e48a0a73.png
"L _ { g } = \sum _ { i = 2 } ^ { \infty } b _ { i } ( \frac { d } { d \tau } ( h _ { i } c ) - \sum _ { k = 1 } ^ { i - 1 } ( i - k + 1 ) h _ { i - k + 1 } c _ { k } ) ,",36f9f85ec4.png
\eta _ { 3 } ~ = ~ \frac { 3 2 } { 2 7 \pi ^ { 6 } } \left[ \frac { 1 8 9 } { 2 } \zeta ( 3 ) - 9 \pi ^ { 2 } \operatorname { l n } 2 - \frac { 5 1 } { 4 } \pi ^ { 2 } + \frac { 1 1 5 7 } { 9 } \right],6f46cb0ace.png
\begin{array} { l l l l } \end{array},3be0e2c7d7.png
"\mathcal L _ { \mathrm { m a s s } } = \frac { 1 } { 2 } \left( \psi _ { \mu L } ^ { 1 } \ \psi _ { \mu L } ^ { 2 } \right) \sigma ^ { \mu \nu } \left( \begin{array} { c c } { \omega / R } & { i \, p _ { 5 } } \\ { - i \, p _ { 5 } } & { \omega / R } \\ \end{array} \right) \left( \begin{array} { c } { \psi _ { \nu L } ^ { 1 } } \\ { \psi _ { \nu L } ^ { 2 } } \\ \end{array} \right) + h . c .",19e147aa90.png
( M _ { ( k ) } ^ { \alpha = m } ) _ { \quad j } ^ { i } = \sum _ { s = - \infty } ^ { \infty } s \delta _ { s + m } ^ { i } \delta _ { j } ^ { s },5e410bfcb7.png
"W = 1 - \frac { 2 r _ { 0 } } { \rho ^ { d - 3 } } \, , \hspace { 1 c m } r _ { 0 } > 0 \, ,",1286d081dc.png
